,status_group,amount_tsh,count_month,funder,gps_height,installer,basin,public_meeting,permit,construction_year,extraction_type_class,management,payment,quality_group,quantity,source,source_class,missing_construction_year
59431,3,250.0,3,2,1166.0,1,1,1,2,2000.0,2,9,1,5,3,6,0,True
59432,3,250.0,3,6,1166.0,4,5,2,2,2000.0,3,9,1,5,2,8,0,True
59433,3,20.0,3,6,1537.0,4,1,2,2,1998.0,5,9,4,4,3,3,2,False
59434,3,500.0,4,1,1489.0,1,3,2,2,1978.0,5,6,2,5,3,3,2,False
59435,3,500.0,4,1,1798.0,1,3,2,2,1978.0,5,6,2,5,3,3,2,False
59436,3,250.0,4,6,1166.0,1,2,2,2,1971.0,5,9,1,4,0,1,0,False
59437,3,1000.0,3,2,1642.0,4,2,2,1,1972.0,5,6,2,5,3,1,0,False
59438,3,250.0,4,6,362.0,1,0,2,2,1984.0,5,9,1,5,0,3,2,False
59439,3,250.0,4,8,1166.0,6,6,2,1,2000.0,5,2,0,5,4,3,2,True
59440,3,50.0,3,6,128.0,4,4,2,2,2006.0,0,9,4,5,3,6,0,False
59441,3,250.0,4,2,216.0,1,2,2,1,1983.0,3,9,1,5,0,8,0,False
59442,3,250.0,4,0,1166.0,4,8,2,2,2000.0,4,9,1,5,3,6,0,True
59443,3,250.0,4,6,1166.0,4,8,2,2,2000.0,3,9,1,3,4,8,0,True
59444,3,250.0,4,6,1166.0,1,8,2,2,2000.0,0,9,4,5,3,0,2,True
59445,3,250.0,4,2,1166.0,4,3,2,2,2000.0,5,2,0,5,4,3,2,True
59446,3,250.0,4,6,1166.0,4,5,2,2,2000.0,3,9,0,5,3,6,0,True
59447,3,50.0,3,6,1010.0,4,2,2,2,2007.0,0,9,4,0,0,6,0,False
59448,3,250.0,4,6,1166.0,4,3,1,1,2000.0,5,2,0,5,3,3,2,True
59449,3,250.0,4,2,1166.0,3,8,2,1,2000.0,5,5,2,5,3,2,2,True
59450,3,250.0,4,6,1166.0,4,7,2,0,2000.0,5,9,1,5,3,1,0,True
59451,3,250.0,4,2,1190.0,1,2,2,2,1974.0,5,9,1,5,3,1,0,False
59452,3,1500.0,3,8,642.0,6,4,2,1,1992.0,3,9,2,5,0,6,0,False
59453,3,250.0,4,6,1166.0,1,1,2,2,2000.0,5,9,4,5,0,1,0,True
59454,3,250.0,3,6,-5.0,1,4,0,1,2002.0,0,9,3,5,1,6,0,False
59455,3,250.0,4,7,1166.0,5,8,2,2,2000.0,4,9,3,3,4,6,0,True
59456,3,250.0,4,7,1226.0,1,8,2,2,1999.0,5,9,1,5,0,1,0,False
59457,3,250.0,3,2,1387.0,3,2,2,2,1970.0,5,6,1,5,0,1,0,False
59458,3,250.0,3,8,805.0,6,3,2,1,1990.0,3,2,0,5,3,8,0,False
59459,3,250.0,3,0,1544.0,1,2,2,2,2004.0,5,9,1,5,0,1,0,False
59460,3,250.0,4,3,1166.0,4,1,2,1,2000.0,3,2,3,5,3,8,0,True
59461,3,250.0,4,6,1166.0,4,8,2,1,2000.0,5,9,1,5,0,1,0,True
59462,3,500.0,3,6,1369.0,4,8,2,2,2011.0,3,9,2,5,3,8,0,False
59463,3,250.0,3,6,1584.0,4,1,2,0,1990.0,4,9,3,3,4,8,0,False
59464,3,2400.0,4,8,1609.0,1,3,2,2,2000.0,3,9,5,5,3,5,0,True
59465,3,1000.0,4,6,334.0,1,3,2,2,2010.0,3,9,2,5,3,8,0,False
59466,3,250.0,3,2,1070.0,1,2,2,2,1988.0,5,9,1,5,3,1,0,False
59467,3,250.0,3,2,1286.0,4,2,2,2,1962.0,5,4,2,5,0,1,0,False
59468,3,250.0,3,6,1166.0,1,8,0,1,2000.0,3,2,3,5,3,8,0,True
59469,3,7.0,3,6,1624.0,7,2,2,2,2008.0,5,8,4,5,3,1,0,False
59470,3,500.0,3,2,1282.0,3,5,2,1,1978.0,0,9,3,5,3,6,0,False
59471,3,500.0,3,8,462.0,6,4,2,1,1986.0,5,9,2,5,3,3,2,False
59472,3,250.0,4,10,1166.0,8,6,2,1,2000.0,3,9,0,5,0,8,0,True
59473,3,250.0,3,6,1571.0,4,1,2,2,2008.0,5,9,1,5,4,1,0,False
59474,3,250.0,4,6,1546.0,1,6,2,1,1985.0,3,9,1,5,3,6,0,False
59475,3,250.0,3,2,1166.0,3,8,2,1,2000.0,5,2,4,5,0,6,0,True
59476,3,1000.0,4,2,-7.0,1,2,2,1,2009.0,5,9,1,5,0,6,0,False
59477,3,7.0,3,6,1133.0,7,2,2,2,2008.0,5,8,4,5,3,1,0,False
59478,3,250.0,4,0,1166.0,4,1,2,2,2000.0,2,9,4,5,3,6,0,True
59479,3,500.0,3,2,900.0,4,2,2,2,1972.0,5,8,2,5,0,1,0,False
59480,3,250.0,3,6,1166.0,4,5,2,2,2000.0,3,9,1,5,3,8,0,True
59481,3,250.0,4,2,1237.0,1,2,2,2,1969.0,5,9,1,5,3,1,0,False
59482,3,250.0,4,7,1166.0,1,8,2,2,2000.0,3,9,1,5,0,8,0,True
59483,3,250.0,4,7,1166.0,1,8,2,2,2000.0,5,9,5,5,3,1,0,True
59484,3,250.0,3,2,1388.0,4,2,2,2,2007.0,5,9,3,5,0,1,0,False
59485,3,250.0,3,6,1166.0,1,5,2,2,2000.0,5,1,3,5,2,7,2,True
59486,3,250.0,4,9,1166.0,1,8,2,2,2000.0,5,9,1,5,0,7,2,True
59487,3,250.0,4,2,1166.0,4,1,2,1,2000.0,2,9,1,5,3,6,0,True
59488,3,250.0,4,6,774.0,4,3,0,2,2000.0,5,7,1,5,3,1,0,True
59489,3,7500.0,3,6,677.0,4,2,2,1,2012.0,2,5,5,3,3,2,2,False
59490,3,50.0,4,6,105.0,1,0,2,2,2010.0,2,9,4,5,3,3,2,False
59491,3,2000.0,5,6,1764.0,4,3,2,2,2008.0,3,9,1,5,3,6,0,False
59492,3,250.0,3,6,1182.0,1,1,2,2,1998.0,5,9,1,5,0,1,0,False
59493,3,250.0,4,2,1116.0,1,6,1,2,1972.0,5,3,1,5,3,1,0,False
59494,3,300.0,4,6,875.0,4,0,2,2,1996.0,3,9,0,5,0,8,0,False
59495,3,250.0,3,3,1166.0,4,1,1,1,2000.0,3,9,1,5,3,8,0,True
59496,3,100.0,4,2,2116.0,0,3,2,1,1974.0,5,9,0,5,3,1,0,False
59497,3,500.0,4,2,2576.0,0,7,2,1,1986.0,5,9,0,5,3,1,0,False
59498,3,250.0,4,6,344.0,4,0,2,2,2006.0,4,9,1,5,3,8,0,False
59499,3,250.0,4,7,1166.0,4,8,2,2,2000.0,5,9,1,5,0,3,2,True
59500,3,250.0,4,2,1006.0,1,6,1,2,1978.0,5,3,1,5,3,1,0,False
59501,3,250.0,4,6,1166.0,4,1,2,2,2000.0,5,9,4,5,3,1,0,True
59502,3,250.0,4,6,1166.0,4,8,2,2,2000.0,0,9,1,5,3,1,0,True
59503,3,10.0,4,6,1633.0,4,0,2,2,2004.0,5,9,4,5,3,3,2,False
59504,3,250.0,3,2,24.0,1,4,2,2,2011.0,3,9,1,5,3,8,0,False
59505,3,250.0,3,6,1166.0,4,5,0,1,2000.0,4,7,3,3,1,4,1,True
59506,3,250.0,4,10,1569.0,4,3,2,1,2009.0,3,9,1,5,3,5,0,False
59507,3,250.0,3,6,1610.0,4,5,2,2,1999.0,5,8,2,5,3,1,0,False
59508,3,500.0,4,2,1504.0,1,2,2,2,1971.0,5,9,2,5,3,1,0,False
59509,3,250.0,4,6,1166.0,4,7,2,0,2000.0,5,9,3,5,1,1,0,True
59510,3,20.0,3,6,1721.0,4,1,2,2,1994.0,0,9,4,5,3,6,0,False
59511,3,250.0,3,6,1166.0,4,5,1,2,2000.0,4,9,1,5,4,8,0,True
59512,3,100.0,3,6,78.0,4,0,0,1,2010.0,0,5,4,5,3,5,0,False
59513,3,1000.0,4,8,1620.0,4,3,2,2,1982.0,5,9,2,5,3,1,0,False
59514,3,50.0,3,2,1414.0,1,2,2,2,2000.0,5,9,4,5,0,1,0,False
59515,3,250.0,4,6,1166.0,4,7,2,0,2000.0,5,9,1,5,3,1,0,True
59516,3,250.0,3,6,1982.0,4,5,2,2,1984.0,5,9,1,5,4,3,2,False
59517,3,100.0,3,8,876.0,6,4,2,1,1998.0,3,2,2,5,0,8,0,False
59518,3,250.0,3,6,1623.0,4,1,2,0,2000.0,0,4,1,5,0,6,0,False
59519,3,250.0,4,7,1166.0,1,8,2,2,2000.0,3,9,1,5,0,8,0,True
59520,3,250.0,4,6,1166.0,1,1,1,1,2000.0,5,9,3,5,0,3,2,True
59521,3,100.0,4,6,472.0,4,0,2,2,2004.0,5,9,2,5,3,3,2,False
59522,3,250.0,3,2,1639.0,1,2,0,2,1972.0,5,7,1,5,3,3,2,False
59523,3,250.0,4,5,1166.0,1,5,2,2,2000.0,3,2,3,5,0,8,0,True
59524,3,20.0,4,6,173.0,4,0,2,2,2010.0,0,6,4,5,3,3,2,False
59525,3,250.0,4,6,697.0,1,7,2,1,1984.0,5,9,1,5,3,1,0,False
59526,3,250.0,4,10,1989.0,0,7,2,1,1984.0,5,9,1,5,3,1,0,False
59527,3,5.0,3,6,1093.0,1,2,2,2,2007.0,5,8,4,5,3,3,2,False
59528,3,250.0,4,10,1166.0,8,6,2,1,2000.0,3,9,0,5,3,8,0,True
59529,3,250.0,4,6,2012.0,4,3,2,2,2002.0,5,9,1,5,3,1,0,False
59530,3,500.0,3,6,1274.0,4,7,2,2,2002.0,5,8,2,5,3,1,0,False
59531,3,100.0,4,2,2132.0,0,7,2,1,2002.0,5,9,2,5,3,1,0,False
59532,3,250.0,4,6,1166.0,4,5,2,2,2000.0,5,9,4,5,3,1,0,True
59533,3,250.0,3,6,1287.0,4,8,2,2,1972.0,5,6,3,5,4,0,2,False
59534,3,250.0,3,6,1306.0,4,1,2,2,2010.0,5,6,3,5,0,1,0,False
59535,3,250.0,3,6,1339.0,1,8,2,1,1998.0,3,2,1,5,3,8,0,False
59536,3,250.0,4,6,1166.0,4,8,2,2,2000.0,3,5,1,0,3,8,0,True
59537,3,250.0,4,0,1166.0,4,0,2,2,2005.0,0,9,1,0,3,6,0,False
59538,3,250.0,4,2,1193.0,1,2,2,2,2010.0,3,9,1,0,3,8,0,False
59539,3,250.0,4,6,1166.0,4,8,2,2,2000.0,3,9,1,5,0,6,0,True
59540,3,250.0,3,8,1042.0,6,7,2,1,1983.0,3,2,0,5,0,8,0,False
59541,3,250.0,4,6,1166.0,4,3,2,2,2000.0,2,9,3,5,0,6,0,True
59542,3,50.0,3,6,720.0,4,4,2,1,1996.0,5,9,4,5,0,1,0,False
59543,3,250.0,4,6,1166.0,4,1,1,2,2000.0,0,3,1,4,0,2,2,True
59544,3,250.0,3,6,1682.0,4,2,2,2,2000.0,5,4,2,5,3,1,0,False
59545,3,5.0,3,6,942.0,7,2,2,2,1999.0,5,8,4,5,3,1,0,False
59546,3,250.0,4,2,1166.0,4,0,2,2,2000.0,2,9,3,5,4,6,0,True
59547,3,250.0,4,6,1166.0,4,1,2,2,2000.0,3,2,1,5,4,8,0,True
59548,3,250.0,4,7,1171.0,1,8,2,2,1990.0,3,9,1,4,2,8,0,False
59549,3,50.0,4,6,110.0,1,0,2,2,1986.0,2,9,4,5,4,3,2,False
59550,3,250.0,3,6,1166.0,1,8,0,1,2000.0,3,2,3,5,3,8,0,True
59551,3,250.0,4,6,1166.0,0,3,2,1,2000.0,2,9,4,5,3,6,0,True
59552,3,250.0,4,10,1166.0,8,7,2,1,2000.0,3,9,0,5,3,8,0,True
59553,3,250.0,3,6,951.0,1,5,2,2,1999.0,3,9,3,5,3,8,0,False
59554,3,250.0,4,6,1166.0,4,5,2,2,2000.0,5,9,1,5,0,1,0,True
59555,3,500.0,3,8,439.0,6,7,0,2,1992.0,5,9,2,5,3,1,0,False
59556,3,250.0,3,2,1111.0,1,5,2,1,2007.0,3,9,1,5,3,8,0,False
59557,3,250.0,4,10,1166.0,8,6,1,1,2000.0,4,9,1,5,2,8,0,True
59558,3,250.0,5,6,1827.0,4,3,2,2,2009.0,3,9,1,5,3,6,0,False
59559,3,250.0,4,6,1166.0,0,0,2,1,2000.0,2,9,4,5,4,6,0,True
59560,3,50.0,4,6,137.0,4,0,2,2,2007.0,2,9,4,5,3,3,2,False
59561,3,250.0,3,6,1345.0,1,5,2,1,2010.0,0,9,3,5,0,6,0,False
59562,3,250.0,3,6,1444.0,4,1,2,0,1960.0,2,9,3,3,4,6,0,False
59563,3,250.0,3,6,212.0,4,4,2,2,1982.0,0,9,1,5,4,6,0,False
59564,3,250.0,3,6,1266.0,4,2,2,1,2011.0,5,6,3,5,0,7,2,False
59565,3,250.0,4,6,1166.0,0,0,2,1,2000.0,2,9,2,5,4,6,0,True
59566,3,250.0,3,6,910.0,4,2,2,2,2000.0,3,2,3,0,0,8,0,False
59567,3,250.0,4,7,1166.0,4,8,0,2,2000.0,3,9,1,3,1,6,0,True
59568,3,250.0,3,6,1166.0,4,1,2,1,2000.0,3,2,1,5,2,8,0,True
59569,3,250.0,3,6,1285.0,4,2,2,2,2009.0,5,8,2,5,3,1,0,False
59570,3,250.0,4,6,1570.0,4,3,2,2,1994.0,5,9,1,5,4,3,2,False
59571,3,250.0,4,6,1166.0,4,8,2,1,2000.0,5,9,1,5,0,7,2,True
59572,3,200.0,3,6,379.0,4,4,2,2,2008.0,3,1,4,0,3,6,0,False
59573,3,250.0,4,6,1166.0,5,8,2,2,2000.0,4,9,1,5,2,8,0,True
59574,3,250.0,4,6,1166.0,4,7,2,0,2000.0,5,9,1,5,3,1,0,True
59575,3,250.0,4,2,1166.0,3,1,2,2,2000.0,5,1,1,5,2,7,2,True
59576,3,250.0,4,0,1166.0,1,1,2,1,2000.0,3,9,1,5,3,8,0,True
59577,3,250.0,3,6,1160.0,1,5,2,1,1975.0,2,9,1,5,3,8,0,False
59578,3,50.0,4,6,40.0,1,2,1,1,2007.0,0,5,4,5,2,6,0,False
59579,3,50.0,4,6,-8.0,4,0,2,2,2008.0,0,5,4,5,3,3,2,False
59580,3,250.0,3,6,-21.0,4,4,2,2,1985.0,4,9,3,5,3,6,0,False
59581,3,4000.0,4,6,1959.0,4,3,2,2,2003.0,5,9,5,5,3,3,2,False
59582,3,3000.0,4,8,879.0,4,3,2,2,1992.0,5,9,5,5,3,1,0,False
59583,3,500.0,3,6,543.0,4,2,2,0,2010.0,3,9,2,0,3,6,0,False
59584,3,1000.0,4,8,1440.0,4,3,2,2,1983.0,5,9,2,5,4,1,0,False
59585,3,250.0,4,10,1166.0,1,6,2,1,2000.0,3,9,0,5,3,8,0,True
59586,3,250.0,4,6,1166.0,4,8,2,2,2000.0,3,2,1,5,3,8,0,True
59587,3,250.0,3,2,1523.0,1,2,2,2,1970.0,4,9,1,5,3,6,0,False
59588,3,250.0,4,6,1097.0,4,0,2,2,1981.0,3,9,1,0,4,8,0,False
59589,3,250.0,3,2,1119.0,1,5,2,1,2007.0,3,9,1,0,3,8,0,False
59590,3,250.0,4,6,1749.0,4,2,2,2,1985.0,5,9,1,5,3,1,0,False
59591,3,250.0,3,6,1287.0,4,2,2,2,2011.0,5,9,3,5,3,1,0,False
59592,3,250.0,4,7,1166.0,1,8,2,2,2000.0,3,9,1,0,0,8,0,True
59593,3,2500.0,4,6,1554.0,4,3,2,2,2010.0,5,9,5,5,3,1,0,False
59594,3,20.0,3,6,1728.0,4,1,2,2,2006.0,2,9,4,5,3,6,0,False
59595,3,250.0,4,2,1166.0,3,6,2,2,2000.0,3,9,4,5,3,8,0,True
59596,3,250.0,3,9,738.0,4,4,2,1,2007.0,3,1,0,5,0,8,0,False
59597,3,250.0,3,8,848.0,6,3,2,1,1990.0,4,2,0,5,3,8,0,False
59598,3,250.0,3,6,319.0,4,4,2,1,1995.0,5,9,1,5,3,1,0,False
59599,3,250.0,3,2,1233.0,4,2,2,2,1963.0,5,9,3,5,0,1,0,False
59600,3,25.0,4,8,1642.0,4,3,2,2,2000.0,5,9,4,5,3,1,0,True
59601,3,250.0,4,6,706.0,1,0,2,2,1996.0,3,9,1,5,0,8,0,False
59602,3,250.0,4,6,1672.0,4,7,2,1,1998.0,5,9,1,5,3,1,0,False
59603,3,250.0,4,2,1371.0,1,2,2,2,1972.0,5,9,1,5,3,1,0,False
59604,3,250.0,4,6,1166.0,4,8,2,2,2000.0,5,9,1,3,4,1,0,True
59605,3,250.0,3,0,1008.0,3,4,0,2,2012.0,5,9,3,3,4,1,0,False
59606,3,250.0,3,6,372.0,4,4,2,1,1988.0,3,9,1,0,0,6,0,False
59607,3,250.0,3,6,1474.0,2,1,2,2,1996.0,3,9,1,5,3,6,0,False
59608,3,1000.0,3,6,1293.0,4,8,2,2,2011.0,3,9,2,5,3,6,0,False
59609,3,2000.0,3,6,1428.0,4,1,2,2,2009.0,0,2,2,5,0,6,0,False
59610,3,250.0,3,0,501.0,4,4,2,2,2012.0,3,9,3,5,3,6,0,False
59611,3,10.0,4,6,1166.0,4,0,2,2,1984.0,0,9,4,5,3,6,0,False
59612,3,250.0,3,6,1521.0,4,7,0,2,2005.0,5,2,3,5,3,1,0,False
59613,3,250.0,3,6,1153.0,4,8,1,2,1998.0,3,9,1,5,3,8,0,False
59614,3,1000.0,3,2,1604.0,4,2,2,1,1972.0,5,6,2,5,3,1,0,False
59615,3,6.0,3,6,1198.0,1,2,2,2,2008.0,5,8,4,5,3,1,0,False
59616,3,250.0,3,0,1166.0,4,5,2,2,2000.0,0,7,3,3,1,6,0,True
59617,3,250.0,3,6,1217.0,4,2,2,2,2002.0,5,9,1,5,0,1,0,False
59618,3,50.0,4,6,106.0,1,0,2,2,2008.0,4,9,4,5,0,8,0,False
59619,3,250.0,3,3,1166.0,4,5,1,1,2000.0,3,9,1,5,3,8,0,True
59620,3,250.0,3,5,1166.0,4,1,2,2,2000.0,3,2,1,5,3,8,0,True
59621,3,250.0,3,5,1166.0,1,5,2,2,2000.0,4,2,3,1,0,8,0,True
59622,3,1000.0,3,6,960.0,4,4,2,2,1977.0,5,9,2,5,3,3,2,False
59623,3,500.0,4,6,434.0,4,2,2,1,2007.0,0,9,2,5,3,3,2,False
59624,3,250.0,3,6,1097.0,4,5,2,1,1989.0,3,9,2,5,3,6,0,False
59625,3,250.0,3,6,1166.0,1,5,2,2,2000.0,0,9,1,5,4,6,0,True
59626,3,250.0,4,6,2260.0,4,7,2,1,1996.0,5,9,0,5,3,1,0,False
59627,3,20.0,3,6,788.0,4,2,2,2,2008.0,5,3,4,5,0,1,0,False
59628,3,250.0,4,6,1166.0,0,0,2,1,2000.0,2,9,4,0,4,6,0,True
59629,3,1000.0,5,6,1600.0,4,3,2,1,2010.0,6,9,0,5,3,5,0,False
59630,3,250.0,4,2,1288.0,3,8,0,1,1975.0,5,9,3,5,3,6,0,False
59631,3,250.0,4,6,1166.0,4,8,2,2,2000.0,2,9,4,5,3,6,0,True
59632,3,250.0,3,3,1774.0,1,2,2,2,1990.0,5,9,1,5,0,1,0,False
59633,3,250.0,4,9,1166.0,4,1,2,2,2000.0,0,6,4,5,3,8,0,True
59634,3,250.0,4,6,1166.0,1,0,2,1,1988.0,3,9,1,5,0,8,0,False
59635,3,500.0,4,6,1528.0,4,3,2,2,2011.0,5,6,2,5,3,3,2,False
59636,3,250.0,4,2,1166.0,3,6,2,2,2000.0,2,9,4,5,3,6,0,True
59637,3,30.0,4,6,108.0,4,3,1,2,2007.0,3,5,4,5,3,8,0,False
59638,3,500.0,3,6,1496.0,4,1,2,2,2003.0,3,2,2,5,2,8,0,False
59639,3,10.0,3,6,1731.0,4,1,2,2,2009.0,5,9,4,5,2,3,2,False
59640,3,250.0,4,6,1166.0,5,8,2,2,2000.0,3,9,1,5,3,8,0,True
59641,3,250.0,4,6,294.0,4,3,2,1,2006.0,4,9,1,2,3,8,0,False
59642,3,50.0,3,6,71.0,4,4,2,2,2010.0,3,9,4,4,3,6,0,False
59643,3,200.0,4,2,1717.0,1,2,2,2,2001.0,5,9,2,5,3,1,0,False
59644,3,1500.0,3,6,1397.0,4,1,2,0,2000.0,0,9,2,5,0,6,0,False
59645,3,250.0,4,6,137.0,1,2,2,1,2008.0,5,9,1,5,2,1,0,False
59646,3,250.0,4,6,1166.0,4,8,2,2,2000.0,3,9,1,4,0,5,0,True
59647,3,250.0,4,2,1166.0,1,8,2,2,2000.0,4,9,1,5,0,7,2,True
59648,3,250.0,3,6,2125.0,4,6,2,2,1993.0,3,9,1,5,3,8,0,False
59649,3,50.0,3,0,1369.0,4,0,2,2,2005.0,2,9,4,5,3,6,0,False
59650,3,250.0,3,5,1166.0,1,8,2,1,2000.0,3,2,1,5,3,8,0,True
59651,3,250.0,4,6,1166.0,4,7,2,0,2000.0,5,9,1,5,3,1,0,True
59652,3,1000.0,3,2,981.0,4,2,2,1,1994.0,5,9,2,5,0,1,0,False
59653,3,4000.0,4,6,1979.0,4,3,2,2,2003.0,5,9,5,5,3,3,2,False
59654,3,250.0,3,6,1780.0,1,1,2,2,2010.0,5,9,0,5,0,3,2,False
59655,3,250.0,4,6,2134.0,4,7,2,2,1998.0,5,9,0,5,3,1,0,False
59656,3,250.0,4,8,1896.0,1,3,2,1,2000.0,3,9,1,5,3,8,0,True
59657,3,250.0,3,6,1166.0,4,8,0,1,2000.0,3,2,3,5,3,8,0,True
59658,3,50.0,4,6,44.0,1,0,2,2,2010.0,2,5,4,5,3,3,2,False
59659,3,250.0,4,9,1166.0,4,1,2,1,2000.0,3,2,3,0,0,8,0,True
59660,3,250.0,4,6,1166.0,1,1,1,1,2000.0,3,5,1,0,0,8,0,True
59661,3,250.0,4,6,1166.0,4,3,1,2,2000.0,5,8,1,4,2,3,2,True
59662,3,500.0,4,8,1688.0,4,7,2,1,1995.0,5,9,5,5,3,1,0,False
59663,3,250.0,4,6,1166.0,4,3,2,2,2000.0,5,9,1,5,2,3,2,True
59664,3,250.0,3,3,1166.0,4,5,1,2,2000.0,3,2,3,5,3,8,0,True
59665,3,250.0,3,6,1166.0,4,1,2,1,2000.0,4,5,1,5,3,6,0,True
59666,3,250.0,4,2,1166.0,4,1,2,1,2000.0,5,9,1,5,3,1,0,True
59667,3,250.0,3,0,183.0,4,4,2,2,2012.0,0,9,1,5,4,6,0,False
59668,3,250.0,4,6,1645.0,1,6,1,1,2008.0,3,9,3,5,3,8,0,False
59669,3,250.0,4,6,1166.0,4,8,2,2,2000.0,5,9,1,5,3,1,0,True
59670,3,100.0,4,6,366.0,4,2,2,1,1982.0,3,9,2,0,3,8,0,False
59671,3,250.0,4,6,1166.0,4,3,2,2,2000.0,3,9,3,5,4,8,0,True
59672,3,250.0,4,10,1166.0,8,7,1,1,2000.0,3,9,0,5,0,8,0,True
59673,3,250.0,4,6,1166.0,4,3,2,2,2000.0,3,9,1,5,3,8,0,True
59674,3,250.0,3,2,1787.0,1,2,2,2,2005.0,5,9,3,5,3,1,0,False
59675,3,500.0,3,2,1879.0,1,2,2,2,1990.0,5,9,0,5,3,1,0,False
59676,3,20.0,3,6,1717.0,4,1,2,2,1994.0,0,9,4,5,3,6,0,False
59677,3,250.0,4,6,1166.0,5,8,2,2,2000.0,3,9,1,5,3,8,0,True
59678,3,20.0,4,6,353.0,4,0,2,2,2003.0,0,6,4,5,3,3,2,False
59679,3,250.0,4,6,1166.0,1,1,2,1,2000.0,2,9,4,5,3,6,0,True
59680,3,500.0,4,1,1387.0,1,3,2,2,1978.0,5,6,2,5,3,3,2,False
59681,3,250.0,3,6,1427.0,4,1,1,0,2000.0,4,1,1,5,2,7,2,False
59682,3,250.0,3,6,744.0,1,4,2,1,1998.0,3,1,1,5,0,8,0,False
59683,3,250.0,4,8,1166.0,6,3,1,1,2000.0,5,2,0,5,3,3,2,True
59684,3,1000.0,4,6,253.0,4,3,2,2,2006.0,3,9,2,5,0,8,0,False
59685,3,250.0,4,6,1772.0,1,3,2,2,2009.0,5,9,0,5,3,1,0,False
59686,3,250.0,4,6,-32.0,4,3,2,1,2000.0,3,9,1,5,3,6,0,True
59687,3,250.0,3,6,970.0,4,2,2,1,1986.0,5,8,1,5,0,1,0,False
59688,3,250.0,3,6,442.0,4,4,2,2,1975.0,5,9,1,5,3,1,0,False
59689,3,250.0,4,6,1681.0,1,5,2,1,1991.0,3,9,1,5,3,6,0,False
59690,3,250.0,3,6,1525.0,4,1,2,2,2009.0,3,9,1,5,3,8,0,False
59691,3,250.0,3,8,828.0,6,3,2,2,1982.0,5,9,1,5,3,3,2,False
59692,3,250.0,3,6,1166.0,4,5,2,2,2000.0,4,9,1,5,2,2,2,True
59693,3,250.0,3,6,696.0,4,2,2,1,1990.0,3,7,1,5,0,8,0,False
59694,3,200.0,4,6,279.0,1,3,2,2,2003.0,5,9,2,5,0,3,2,False
