,id,status_group
274,67682,2
275,52394,2
276,32218,2
277,69045,2
278,12808,2
279,49250,2
280,64126,2
281,64903,2
282,35165,2
283,9543,2
284,64635,2
285,47929,2
286,28329,2
287,67954,1
288,16575,1
289,16612,2
290,27003,2
291,73324,0
292,7043,0
293,22174,2
294,19450,2
295,35825,2
296,9854,0
297,23254,1
298,72170,2
299,61999,0
300,70354,0
301,6877,0
302,47323,0
303,48624,0
304,6148,2
305,59698,0
306,67268,2
307,59174,0
308,68916,0
309,28358,2
310,57453,2
311,71952,0
312,1761,2
313,15234,2
314,60021,2
315,22567,0
316,17695,2
317,19872,2
318,22828,2
319,34896,0
320,35570,2
321,41325,2
322,8831,2
323,5345,2
324,19379,0
325,5514,2
326,61654,2
327,40482,0
328,43123,2
329,40492,0
330,68733,2
331,3952,0
332,70288,0
333,30085,0
334,65837,0
335,34752,2
336,2465,2
337,11466,0
338,22313,2
339,30179,0
340,23505,2
341,48424,2
342,11150,2
343,70368,2
344,26935,0
345,5919,1
346,2134,2
347,16652,2
348,59302,2
349,24210,1
350,6211,2
351,19743,2
352,10760,2
353,48104,2
354,50171,0
355,63137,2
356,38301,2
357,10948,2
358,33232,2
359,61415,2
360,69131,0
361,73555,2
362,46610,2
363,20922,0
364,55743,2
365,19341,2
366,9588,2
367,3293,2
368,55490,2
369,67678,2
370,36119,0
371,62775,0
372,68162,0
373,66128,0
374,12036,2
375,15739,0
376,57048,2
377,15825,0
378,45590,2
379,18055,2
380,34073,2
381,14860,2
382,53713,0
383,69327,0
384,60169,2
385,26798,2
386,37122,0
387,45156,2
388,22874,0
389,58774,2
390,40092,0
391,17487,2
392,35886,0
393,49892,2
394,66338,2
395,35481,0
396,4135,2
397,54191,2
398,31349,2
399,72271,2
400,48863,2
401,13758,0
402,33443,0
403,12003,2
404,10845,0
405,47,0
406,70492,2
407,11346,0
408,20126,2
409,51000,2
410,64505,2
411,58329,2
412,6311,0
413,22286,2
414,35013,2
415,6274,2
416,30904,0
417,46606,0
418,18461,2
419,15256,0
420,625,2
421,42122,2
422,18277,1
423,68501,2
424,8816,1
425,62879,2
426,18554,2
427,27712,1
428,46935,0
429,57804,2
430,57711,2
431,5516,0
432,8305,2
433,57410,0
434,51412,0
435,25863,2
436,35994,2
437,55279,2
438,74102,2
439,38277,2
440,1998,2
441,52056,0
442,63679,2
443,71762,0
444,71432,2
445,45592,2
446,13663,0
447,62227,0
448,3730,2
449,2451,2
450,46418,0
451,45996,0
452,60911,0
453,46089,2
454,65579,0
455,40407,0
456,66663,2
457,26597,0
458,50540,2
459,58133,2
460,1493,2
461,31503,0
462,17910,2
463,19466,2
464,38120,0
465,66553,0
466,31696,2
467,51318,0
468,33584,0
469,48678,2
470,36112,2
471,6294,2
472,40612,0
473,62793,2
474,58090,2
475,2532,0
476,38865,0
477,35462,0
478,51709,2
479,40624,0
480,41745,2
481,42315,2
482,38952,0
483,45540,2
484,73833,2
485,27771,2
486,9336,2
487,12545,2
488,54811,0
489,48326,0
490,31787,0
491,61745,0
492,42091,2
493,43727,2
494,46917,2
495,26718,2
496,3138,0
497,72932,0
498,25707,0
499,68580,0
500,25064,2
501,7624,0
502,3830,0
503,13458,2
504,57377,2
505,37294,0
506,39561,2
507,23237,2
508,72484,0
509,56490,2
510,13706,0
511,43035,0
512,14084,2
513,55875,2
514,17299,2
515,1793,2
516,70943,2
517,65720,2
518,49165,2
519,18879,2
520,3574,0
521,56735,2
522,45481,0
523,51772,2
524,74095,0
525,54000,2
526,34834,2
527,50175,2
528,35733,2
529,6808,0
530,27311,2
531,73303,0
532,70335,0
533,2691,0
534,12582,1
535,49536,0
536,23715,0
537,45445,2
538,52609,2
539,35087,2
540,42767,2
541,24373,2
542,32895,0
543,9328,0
544,23275,0
545,20054,0
546,8378,2
547,47432,2
548,49863,2
549,57828,2
550,31169,0
551,38382,2
552,31205,2
553,23528,2
554,26507,0
555,67091,0
556,47734,2
557,927,2
558,48521,2
559,16963,2
560,48233,2
561,58989,0
562,2399,2
563,23530,2
564,46271,0
565,71726,2
566,23526,0
567,49861,0
568,22619,0
569,41264,0
570,20623,2
571,35694,2
572,68210,0
573,13446,2
574,11321,1
575,56312,2
576,19533,2
577,7275,2
578,48614,2
579,65873,2
580,9008,2
581,36817,2
582,25767,0
583,38460,0
584,16756,0
585,13310,2
586,36514,2
587,57548,2
588,2809,2
589,70632,2
590,17260,2
591,27950,2
592,40629,2
593,64155,2
594,50640,0
595,67355,2
596,32132,0
597,70868,2
598,45823,0
599,19985,2
600,61834,0
601,54171,0
602,62763,2
603,42408,2
604,13151,2
605,28311,2
606,57775,2
607,37603,0
608,56357,2
609,37845,0
610,57177,0
611,12821,2
612,8193,2
613,49031,2
614,14011,0
615,33708,2
616,68898,0
617,37198,2
618,11151,2
619,22264,2
620,49694,0
621,47318,1
622,46108,2
623,28297,2
624,36340,2
625,26987,0
626,5766,2
627,25979,0
628,73021,2
629,11908,2
630,47496,2
631,61777,2
632,47591,2
633,8968,2
634,45656,2
635,39630,2
636,2786,0
637,958,2
638,55843,2
639,52074,2
640,23422,0
641,55802,2
642,61634,2
643,1625,2
644,37398,2
645,51011,2
646,49595,2
647,22486,0
648,22916,2
649,45204,0
650,74223,2
651,35533,2
652,30595,2
653,47319,0
654,32555,0
655,9520,2
656,53253,2
657,36436,0
658,15036,2
659,23175,2
660,41998,2
661,19345,0
662,1198,0
663,39848,2
664,39278,2
665,39844,2
666,17332,2
667,51287,2
668,49514,0
669,64288,2
670,41782,1
671,54572,2
672,68079,2
673,68017,0
674,66705,1
675,5274,2
676,58230,2
677,51010,2
678,46242,0
679,1917,2
680,9361,0
681,33043,1
682,56633,0
683,57518,2
684,51128,0
685,4388,2
686,62267,0
687,72473,0
688,70957,1
689,35399,2
690,33236,2
691,73183,2
692,52939,2
693,66929,0
694,54326,1
695,16343,2
696,33013,2
697,60384,0
698,41074,2
699,71997,2
700,35190,2
701,3425,2
702,4335,2
703,7399,2
704,46431,2
705,40845,2
706,27347,2
707,10981,0
708,36447,0
709,67485,2
710,11220,2
711,45857,0
712,21806,0
713,8771,2
714,45535,0
715,8671,2
716,2252,0
717,58078,0
718,61068,0
719,69204,0
720,28326,1
721,46930,0
722,52104,2
723,31732,2
724,21584,2
725,17045,2
726,14404,2
727,34699,2
728,39930,0
729,38744,2
730,4339,2
731,54735,2
732,51916,2
733,58114,0
734,28339,1
735,52048,0
736,66497,0
737,18353,2
738,16701,0
739,59499,0
740,66042,0
741,43965,2
742,48361,2
743,70766,2
744,9510,0
745,28586,2
746,28521,0
747,18050,0
748,73151,0
749,45011,2
750,64380,2
751,66896,2
752,40184,2
753,67207,2
754,70178,2
755,54063,2
756,39252,0
757,53773,2
758,47931,2
759,44168,0
760,66540,2
761,54089,0
762,29244,2
763,27525,0
764,58991,2
765,18087,2
766,67803,0
767,48006,0
768,11788,2
769,16100,0
770,16382,0
771,21208,2
772,8637,0
773,67008,0
774,67914,2
775,7041,0
776,43181,0
777,26191,0
778,14766,2
779,49812,2
780,12705,2
781,25422,0
782,9399,0
783,4239,2
784,49442,2
785,32,2
786,11443,2
787,15492,2
788,63498,2
789,12708,0
790,19483,2
791,31204,0
792,33445,2
793,40820,2
794,10279,0
795,46718,0
796,39000,2
797,45897,2
798,62154,2
799,50034,2
800,11853,0
801,40426,2
802,41168,2
803,58978,0
804,31363,2
805,32736,2
806,29058,2
807,23824,2
808,61885,0
809,59187,0
810,73243,1
811,62915,2
812,1784,2
813,65951,2
814,20661,2
815,55504,1
816,66975,0
817,72057,2
818,49331,0
819,52682,0
820,37859,2
821,10460,2
822,12407,2
823,69993,2
824,13012,2
825,70896,2
826,13264,2
827,51824,0
828,60216,2
829,57481,0
830,3996,2
831,24854,0
832,43420,2
833,70468,0
834,38305,0
835,57179,2
836,70388,0
837,67589,2
838,69974,2
839,8854,2
840,71663,2
841,69272,1
842,49119,0
843,15638,2
844,9086,2
845,56422,0
846,39106,2
847,4515,1
848,48594,0
849,63779,2
850,60740,0
851,61242,2
852,65001,2
853,2601,2
854,52456,2
855,21873,0
856,25505,0
857,21890,0
858,52336,0
859,57756,2
860,45465,1
861,4989,2
862,51585,2
863,50533,2
864,54866,2
865,23793,2
866,50135,2
867,26549,2
868,66920,2
869,35517,2
870,390,2
871,13645,2
872,39327,2
873,58900,2
874,2100,2
875,31521,0
876,277,2
877,33937,1
878,42545,2
879,7614,2
880,46861,2
881,35278,0
882,71773,1
883,52392,0
884,47229,2
885,10716,0
886,13923,2
887,42206,0
888,965,2
889,66646,1
890,17301,2
891,21533,2
892,37797,0
893,19241,0
894,15296,1
895,41472,2
896,73859,0
897,20153,2
898,71684,2
899,8321,2
900,68979,2
901,48850,2
902,64251,2
903,3583,2
904,33326,0
905,8500,2
906,67047,2
907,24896,2
908,39527,2
909,3089,0
910,66477,2
911,24107,2
912,7823,2
913,32016,2
914,35048,0
915,70580,0
916,47503,2
917,37357,2
918,1195,0
919,52309,0
920,19655,2
921,39455,2
922,52757,0
923,62729,0
924,24324,0
925,51298,0
926,17127,0
927,28152,2
928,14259,0
929,47461,2
930,65878,0
931,58913,2
932,70035,0
933,37446,0
934,30337,0
935,57584,1
936,67193,0
937,62103,2
938,22896,2
939,5934,0
940,61722,2
941,9299,2
942,68558,0
943,51165,2
944,8657,0
945,54952,2
946,53160,2
947,17393,2
948,33016,2
949,25929,0
950,41102,2
951,11093,0
952,52744,2
953,23484,0
954,13139,2
955,55439,2
956,41539,2
957,47692,0
958,60165,2
959,64683,2
960,7089,2
961,13516,0
962,47720,2
963,22588,0
964,28580,0
965,9075,0
966,25066,0
967,28284,2
968,67568,2
969,64823,2
970,8243,0
971,2556,2
972,58746,2
973,18288,2
974,72822,2
975,5178,0
976,66294,2
977,14451,2
978,48600,2
979,27513,1
980,36889,2
981,663,0
982,10646,0
983,35103,2
984,50804,2
985,29635,2
986,47604,2
987,49844,2
988,69068,2
989,43074,2
990,71088,2
991,40470,2
992,21920,0
993,51415,2
994,15480,0
995,21881,2
996,7780,2
997,24908,2
998,53915,2
999,54560,2
1000,15498,2
1001,20446,2
1002,5886,0
1003,52883,0
1004,30892,2
1005,37432,0
1006,42574,2
1007,61505,0
1008,44827,0
1009,5951,2
1010,48991,2
1011,22821,2
1012,46478,2
1013,19831,1
1014,49317,1
1015,18472,0
1016,58686,0
1017,47419,0
1018,44921,2
1019,55024,0
1020,28971,0
1021,8108,2
1022,32182,2
1023,40513,0
1024,372,0
1025,49297,2
1026,24407,0
1027,44874,2
1028,25119,2
1029,3882,0
1030,73443,2
1031,56056,2
1032,22035,0
1033,46318,2
1034,20802,2
1035,41941,0
1036,12044,1
1037,47262,2
1038,19337,1
1039,38688,2
1040,45341,2
1041,55661,2
1042,32322,2
1043,41912,0
1044,26136,0
1045,13480,2
1046,62035,2
1047,50343,0
1048,68537,0
1049,52293,2
1050,17764,2
1051,67862,0
1052,38933,0
1053,68514,0
1054,65335,2
1055,27469,2
1056,31290,0
1057,72594,2
1058,2854,2
1059,19679,0
1060,46470,2
1061,9931,0
1062,39214,2
1063,3982,0
1064,29633,2
1065,50872,2
1066,31969,2
1067,51280,0
1068,63438,0
1069,52302,0
1070,44486,2
1071,4641,0
1072,47724,2
1073,4393,2
1074,54938,1
1075,66983,0
1076,55870,0
1077,62561,2
1078,7975,0
1079,9418,0
1080,4929,2
1081,68311,0
1082,15225,0
1083,51854,2
1084,40247,2
1085,37958,2
1086,19319,1
1087,27495,2
1088,20111,2
1089,33231,2
1090,44772,2
1091,53237,2
1092,23279,0
1093,66738,0
1094,73053,2
1095,31190,2
1096,54820,2
1097,54173,2
1098,40904,0
1099,43729,2
1100,63132,2
1101,65274,1
1102,2012,0
1103,70647,2
1104,6067,2
1105,47835,0
1106,14510,0
1107,34536,2
1108,50168,2
1109,65018,0
1110,4960,2
1111,19291,0
1112,11480,0
1113,74179,2
1114,46276,2
1115,69469,2
1116,51844,0
1117,13340,0
1118,34046,2
1119,72429,0
1120,60034,2
1121,36173,2
1122,66575,2
1123,33778,0
1124,52807,0
1125,37283,0
1126,53688,2
1127,54777,0
1128,10363,0
1129,42685,2
1130,29334,2
1131,17320,2
1132,7060,0
1133,3905,0
1134,14607,2
1135,59091,2
1136,44927,0
1137,59415,2
1138,59722,2
1139,49411,0
1140,40903,2
1141,64786,0
1142,36207,2
1143,61178,2
1144,55377,2
1145,34300,2
1146,29483,0
1147,58576,0
1148,37659,0
1149,63873,0
1150,55723,2
1151,9950,2
1152,49680,2
1153,30329,0
1154,64912,2
1155,21165,0
1156,42112,2
1157,25108,2
1158,55021,2
1159,14319,2
1160,23587,2
1161,27217,0
1162,62333,1
1163,3284,2
1164,38299,1
1165,35668,0
1166,10228,2
1167,67801,0
1168,63324,2
1169,33451,2
1170,46306,2
1171,37149,2
1172,29770,0
1173,14731,2
1174,7963,2
1175,55945,0
1176,7645,2
1177,7244,0
1178,40114,2
1179,37615,2
1180,54151,0
1181,64712,2
1182,40499,0
1183,71171,0
1184,20712,2
1185,20187,2
1186,12383,0
1187,33364,2
1188,9646,2
1189,12201,0
1190,1782,0
1191,42747,2
1192,12125,2
1193,53260,2
1194,55023,2
1195,7865,1
1196,66269,0
1197,45049,2
1198,4988,2
1199,17387,0
1200,41771,2
1201,44806,2
1202,9157,2
1203,70881,2
1204,59951,2
1205,47581,0
1206,14986,2
1207,71499,0
1208,32928,0
1209,11934,0
1210,54065,2
1211,25479,2
1212,38302,2
1213,32973,0
1214,52140,2
1215,51060,2
1216,33106,0
1217,55127,2
1218,8640,2
1219,43117,2
1220,9966,2
1221,11183,0
1222,72250,0
1223,50586,2
1224,48093,0
1225,37435,2
1226,9379,1
1227,65657,0
1228,34535,2
1229,26262,1
1230,14458,2
1231,33972,1
1232,40238,0
1233,70610,2
1234,47960,0
1235,71481,2
1236,10946,2
1237,68239,1
1238,56314,0
1239,20772,2
1240,41027,0
1241,57639,2
1242,42841,2
1243,8016,2
1244,38349,0
1245,68114,0
1246,53733,0
1247,53513,2
1248,50420,0
1249,31043,2
1250,11436,2
1251,66544,2
1252,66297,2
1253,9975,2
1254,21663,0
1255,66747,2
1256,8343,0
1257,43675,1
1258,12325,2
1259,27609,2
1260,70092,2
1261,4092,0
1262,60469,1
1263,15869,2
1264,31689,0
1265,40197,0
1266,35039,2
1267,19866,2
1268,65864,0
1269,54111,2
1270,65616,2
1271,24954,2
1272,55924,0
1273,48299,2
1274,51679,0
1275,7861,2
1276,74037,2
1277,2367,2
1278,60329,2
1279,16467,0
1280,36876,2
1281,42906,0
1282,58855,2
1283,48072,0
1284,34861,2
1285,38446,2
1286,25076,2
1287,42010,0
1288,27880,2
1289,49961,0
1290,32989,0
1291,17483,0
1292,54815,2
1293,16359,2
1294,54840,0
1295,6252,2
1296,46589,0
1297,65044,2
1298,52749,1
1299,31792,0
1300,72814,1
1301,19523,2
1302,32936,0
1303,28011,2
1304,49940,2
1305,21296,0
1306,57692,0
1307,60900,2
1308,69726,2
1309,4707,2
1310,5501,0
1311,37805,0
1312,20466,0
1313,915,2
1314,15844,2
1315,60509,1
1316,22552,2
1317,47386,0
1318,8521,2
1319,54730,0
1320,58417,2
1321,11731,0
1322,40490,0
1323,17385,1
1324,63184,2
1325,45621,2
1326,42679,0
1327,64602,2
1328,33317,0
1329,38658,0
1330,64299,0
1331,36030,0
1332,18940,2
1333,45669,2
1334,19668,2
1335,44209,2
1336,73269,1
1337,72767,2
1338,68471,2
1339,907,0
1340,57724,2
1341,19492,2
1342,18247,2
1343,61793,0
1344,68182,2
1345,69769,2
1346,1580,0
1347,9327,2
1348,18330,0
1349,9250,2
1350,29932,2
1351,22830,0
1352,58200,0
1353,30920,2
1354,9138,2
1355,50234,0
1356,54691,2
1357,16393,2
1358,56549,0
1359,9832,2
1360,31881,0
1361,12886,2
1362,58897,2
1363,830,0
1364,15950,2
1365,26265,0
1366,46220,0
1367,22347,2
1368,2860,2
1369,19021,2
1370,3484,2
1371,30298,2
1372,39782,0
1373,74005,2
1374,5674,2
1375,9381,2
1376,3895,2
1377,1673,0
1378,29551,2
1379,41475,0
1380,67870,2
1381,2791,2
1382,42255,2
1383,67164,0
1384,12440,2
1385,13193,0
1386,60880,2
1387,71008,2
1388,67514,0
1389,34910,2
1390,383,2
1391,23977,0
1392,70543,2
1393,2906,1
1394,33810,2
1395,10021,0
1396,46730,2
1397,1663,0
1398,2408,2
1399,72505,2
1400,65019,0
1401,42313,2
1402,340,0
1403,50285,0
1404,3409,1
1405,26378,1
1406,47552,2
1407,32262,2
1408,58637,2
1409,34827,2
1410,63294,2
1411,44867,2
1412,26751,0
1413,66574,2
1414,39354,2
1415,21479,2
1416,57899,0
1417,60079,0
1418,62070,2
1419,20628,0
1420,11344,2
1421,62122,2
1422,51867,2
1423,51667,0
1424,16857,2
1425,27022,0
1426,10438,2
1427,57755,0
1428,22384,2
1429,3380,2
1430,41843,2
1431,35208,0
1432,37152,0
1433,47925,0
1434,43946,2
1435,2932,2
1436,11829,0
1437,59013,2
1438,48338,0
1439,71276,2
1440,62998,0
1441,6708,0
1442,9969,2
1443,5567,1
1444,61598,1
1445,20745,2
1446,72485,0
1447,53890,0
1448,62984,2
1449,56024,2
1450,64958,1
1451,36386,2
1452,12970,2
1453,63672,2
1454,1545,0
1455,68416,2
1456,53929,0
1457,59291,2
1458,20931,2
1459,18781,2
1460,15430,0
1461,54042,2
1462,56896,0
1463,2579,2
1464,65982,0
1465,8486,2
1466,15871,0
1467,36433,2
1468,65239,0
1469,42513,2
1470,63248,2
1471,2959,2
1472,64833,2
1473,54346,2
1474,12284,0
1475,18056,0
1476,9415,2
1477,10574,2
1478,67761,2
1479,2413,2
1480,60358,2
1481,72803,2
1482,71644,2
1483,43929,2
1484,23370,2
1485,38121,0
1486,71352,2
1487,26630,2
1488,72503,2
1489,36667,0
1490,13838,0
1491,73762,2
1492,56917,0
1493,64901,2
1494,11878,0
1495,11761,2
1496,22410,2
1497,29102,2
1498,36539,0
1499,9758,0
1500,28981,0
1501,56273,2
1502,35854,0
1503,38840,0
1504,32235,2
1505,36097,0
1506,54661,0
1507,61700,2
1508,71556,2
1509,9296,0
1510,26823,2
1511,45401,2
1512,862,2
1513,12857,0
1514,60984,2
1515,68476,2
1516,18299,1
1517,48846,0
1518,6446,0
1519,63522,2
1520,66298,2
1521,39348,2
1522,25325,2
1523,38166,2
1524,10753,2
1525,6496,0
1526,66416,1
1527,47968,2
1528,30436,0
1529,53608,2
1530,66036,2
1531,46595,0
1532,18890,0
1533,1978,2
1534,10656,2
1535,69297,0
1536,43482,0
1537,43158,2
1538,18733,2
1539,27893,0
1540,72342,0
1541,37520,0
1542,11453,0
1543,39911,2
1544,51620,2
1545,18133,2
1546,4572,2
1547,55691,2
1548,42966,2
1549,66569,0
1550,7200,0
1551,53136,2
1552,25723,0
1553,66123,2
1554,7672,2
1555,37943,2
1556,2142,2
1557,66405,2
1558,13101,2
1559,73963,0
1560,26444,0
1561,19007,2
1562,71761,0
1563,1467,0
1564,35518,2
1565,32922,2
1566,43852,2
1567,29438,2
1568,56706,0
1569,39407,0
1570,58835,2
1571,43397,2
1572,9994,0
1573,7622,0
1574,34194,2
1575,13045,2
1576,32959,2
1577,50876,2
1578,31094,0
1579,37473,2
1580,61430,2
1581,47922,2
1582,52355,2
1583,65517,0
1584,42861,0
1585,59615,0
1586,28406,2
1587,3716,2
1588,219,2
1589,2079,2
1590,3612,2
1591,50670,2
1592,33118,0
1593,25722,2
1594,56582,2
1595,7760,2
1596,39295,2
1597,68787,0
1598,64264,0
1599,35160,2
1600,49452,2
1601,53668,2
1602,67380,2
1603,45974,2
1604,11062,0
1605,27946,0
1606,50414,2
1607,38773,0
1608,39624,2
1609,72477,0
1610,61146,2
1611,22496,2
1612,39554,0
1613,23463,0
1614,26384,0
1615,42071,2
1616,38972,2
1617,44617,0
1618,32282,2
1619,8586,2
1620,36903,2
1621,55556,2
1622,21436,2
1623,17030,2
1624,51806,0
1625,44903,0
1626,1957,0
1627,20102,0
1628,39391,2
1629,10871,2
1630,67815,2
1631,19183,2
1632,17711,2
1633,59743,2
1634,11844,2
1635,40062,0
1636,40682,2
1637,71690,2
1638,22833,2
1639,16908,0
1640,43496,0
1641,62050,0
1642,65634,2
1643,6309,0
1644,38784,2
1645,38329,2
1646,69029,0
1647,25515,0
1648,30870,0
1649,34228,2
1650,42698,2
1651,31674,2
1652,2848,0
1653,52616,2
1654,28760,2
1655,1188,2
1656,13957,2
1657,20847,2
1658,39895,2
1659,44133,2
1660,47704,2
1661,68173,2
1662,40526,2
1663,26285,0
1664,67502,0
1665,57809,2
1666,3915,0
1667,69110,2
1668,21675,2
1669,16738,2
1670,13627,2
1671,13404,0
1672,16649,0
1673,8572,2
1674,71169,2
1675,71519,2
1676,72287,0
1677,19168,2
1678,25981,2
1679,33996,0
1680,69749,2
1681,53037,0
1682,49611,2
1683,52353,0
1684,71599,1
1685,29631,2
1686,54016,2
1687,71623,0
1688,67739,2
1689,30275,2
1690,29073,2
1691,59974,2
1692,47612,2
1693,15654,2
1694,12002,0
1695,10489,0
1696,49293,0
1697,23467,2
1698,6668,2
1699,6876,0
1700,11289,0
1701,30283,2
1702,55091,2
1703,26166,2
1704,3449,2
1705,7498,2
1706,62730,0
1707,68654,0
1708,5300,0
1709,22742,2
1710,2653,0
1711,71210,2
1712,24301,0
1713,51174,0
1714,57324,2
1715,47760,2
1716,34478,2
1717,44012,2
1718,50314,0
1719,24528,2
1720,57041,2
1721,6407,2
1722,42635,0
1723,73702,1
1724,67087,2
1725,7398,0
1726,20430,2
1727,60819,2
1728,59586,2
1729,49192,2
1730,39902,2
1731,52301,0
1732,50482,2
1733,36023,0
1734,42509,0
1735,42398,2
1736,56132,2
1737,37018,2
1738,33205,2
1739,57405,0
1740,66229,2
1741,22953,0
1742,67348,2
1743,10496,0
1744,49208,0
1745,29525,2
1746,51648,2
1747,49307,0
1748,6408,2
1749,53899,1
1750,46623,2
1751,12537,2
1752,1365,0
1753,54115,2
1754,52656,0
1755,40498,0
1756,48970,0
1757,56235,2
1758,36070,2
1759,63964,2
1760,32271,0
1761,15011,0
1762,38607,2
1763,39836,0
1764,65630,0
1765,58295,2
1766,4210,2
1767,3161,2
1768,21846,2
1769,28509,2
1770,20933,2
1771,20195,0
1772,528,2
1773,55726,0
1774,39291,0
1775,39436,2
1776,29216,2
1777,12682,0
1778,48580,1
1779,22504,2
1780,54078,2
1781,18687,2
1782,41128,0
1783,73213,2
1784,52967,2
1785,73043,0
1786,23440,2
1787,51098,0
1788,37286,2
1789,3953,0
1790,70347,2
1791,61706,2
1792,45392,0
1793,12844,2
1794,8890,2
1795,49091,2
1796,44085,2
1797,19625,2
1798,44799,0
1799,36158,1
1800,36397,2
1801,13057,2
1802,5874,2
1803,9067,0
1804,15956,2
1805,3693,0
1806,65220,1
1807,31365,0
1808,60072,1
1809,45524,2
1810,536,0
1811,21099,0
1812,45506,0
1813,39120,2
1814,66657,0
1815,20094,2
1816,20309,1
1817,49113,0
1818,44016,0
1819,7210,2
1820,34555,2
1821,16088,0
1822,25292,2
1823,60748,0
1824,27452,2
1825,59367,0
1826,59662,2
1827,63833,2
1828,63706,2
1829,40887,0
1830,3501,2
1831,20532,2
1832,1386,1
1833,34149,0
1834,43398,2
1835,49223,0
1836,58176,0
1837,57623,2
1838,12860,2
1839,30913,2
1840,45960,2
1841,34432,1
1842,17486,2
1843,65669,2
1844,37837,0
1845,73292,0
1846,11651,0
1847,29408,2
1848,37866,2
1849,69690,2
1850,53995,2
1851,53366,2
1852,39328,2
1853,2320,0
1854,67731,2
1855,57014,0
1856,62940,2
1857,50725,0
1858,2855,2
1859,25922,2
1860,19440,2
1861,31206,0
1862,2349,0
1863,57290,2
1864,9508,2
1865,66849,0
1866,62431,2
1867,23245,2
1868,21360,2
1869,44870,0
1870,64287,2
1871,44968,2
1872,61846,2
1873,49580,2
1874,15928,0
1875,25900,2
